,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
4909,6037124103,California,Los Angeles County,1,2030,575,0,0.0,0.0,0,1,0,0,0,1,10.4,41875.0,0,1,0,1,0,0,0,0,,639.0,,,370.0,,639.0,31.49,370.0,18.2,177.0,8.74,45.0,2.22,309.0,15.22,13.0,0.64,19.0,0.95,0.0,0.0,4.0,0.22,294.0,14.46,519.0,25.56,23.0,4.03,29.0,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.0,537.0,146.0,1057.0,38.0,76.0,4.0,8.0,847.0,1523.0,77.0,107.0
4910,6037124104,California,Los Angeles County,1,2439,963,0,0.0,0.0,0,0,0,0,0,1,16.1,51767.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.0,562.0,214.0,1185.0,187.0,84.0,5.0,12.0,966.0,1471.0,110.0,62.0
4911,6037124105,California,Los Angeles County,1,2658,888,0,11.0,0.41,0,0,0,0,0,1,16.8,52574.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.0,692.0,160.0,1447.0,120.0,106.0,5.0,13.0,967.0,1602.0,84.0,46.0
4912,6037124201,California,Los Angeles County,1,3506,1094,0,5.0,0.14,0,0,0,0,0,1,16.4,62044.0,0,0,0,0,0,0,0,0,,2.0,,,1.0,,2.0,0.06,1.0,0.03,1.0,0.02,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.02,2.0,0.04,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,778.0,366.0,2052.0,107.0,254.0,2.0,41.0,1050.0,2029.0,102.0,125.0
4913,6037124203,California,Los Angeles County,1,2748,823,0,6.0,0.22,0,1,0,0,0,1,18.2,53295.0,0,1,0,1,0,0,0,0,,636.0,,,316.0,,636.0,23.16,316.0,11.49,182.0,6.62,42.0,1.52,300.0,10.92,17.0,0.63,28.0,1.03,0.0,0.01,7.0,0.27,283.0,10.3,483.0,17.59,16.0,1.94,23.0,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.0,714.0,159.0,1313.0,85.0,103.0,3.0,21.0,1223.0,2080.0,70.0,107.0
4914,6037124204,California,Los Angeles County,1,3071,1020,0,82.0,2.67,0,1,0,0,0,1,23.8,47250.0,0,1,0,1,0,0,0,0,,2151.0,,,853.0,,2151.0,70.05,853.0,27.76,541.0,17.61,95.0,3.11,1165.0,37.92,101.0,3.28,115.0,3.73,9.0,0.31,42.0,1.36,720.0,23.45,1401.0,45.63,66.0,6.48,104.0,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,730.0,147.0,1674.0,147.0,168.0,11.0,54.0,1017.0,1963.0,84.0,130.0
4915,6037124300,California,Los Angeles County,1,4046,1306,0,61.0,1.51,0,0,0,0,0,1,14.2,48450.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.0,984.0,337.0,2227.0,119.0,182.0,6.0,30.0,1482.0,2816.0,121.0,122.0
4916,6037124400,California,Los Angeles County,1,4192,1636,0,19.0,0.45,0,0,0,0,0,0,12.9,102543.0,0,0,0,0,0,0,0,0,,161.0,,,52.0,,161.0,3.85,52.0,1.23,26.0,0.62,16.0,0.38,114.0,2.72,9.0,0.22,7.0,0.17,0.0,0.0,1.0,0.02,30.0,0.72,62.0,1.48,8.0,0.46,3.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,986.0,534.0,3392.0,150.0,144.0,3.0,14.0,489.0,820.0,111.0,74.0
4917,6037124500,California,Los Angeles County,1,2779,1169,0,1.0,0.04,0,0,0,0,0,0,11.3,95197.0,0,1,0,1,0,0,0,0,,2627.0,,,652.0,,2627.0,94.51,652.0,23.45,487.0,17.52,329.0,11.83,1955.0,70.34,105.0,3.77,176.0,6.34,4.0,0.14,19.0,0.69,368.0,13.23,615.0,22.12,38.0,3.27,78.0,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0,508.0,357.0,2089.0,106.0,186.0,4.0,21.0,373.0,624.0,37.0,84.0
4918,6037124600,California,Los Angeles County,1,3123,1338,0,2.0,0.06,0,0,0,0,0,0,10.3,108158.0,0,1,0,1,0,0,0,0,,2540.0,,,645.0,,2540.0,81.33,645.0,20.65,492.0,15.77,345.0,11.05,1970.0,63.09,130.0,4.17,182.0,5.84,3.0,0.09,13.0,0.4,242.0,7.74,402.0,12.87,54.0,4.03,17.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,608.0,415.0,2419.0,147.0,243.0,3.0,16.0,295.0,484.0,68.0,22.0
4919,6037124700,California,Los Angeles County,1,4796,2098,0,98.0,2.04,0,0,0,0,0,0,5.1,130486.0,0,0,0,0,0,0,0,0,,190.0,,,45.0,,190.0,3.96,45.0,0.94,36.0,0.74,34.0,0.7,159.0,3.31,4.0,0.08,15.0,0.32,0.0,0.01,0.0,0.0,11.0,0.24,15.0,0.31,0.0,0.0,1.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.0,846.0,658.0,3880.0,247.0,288.0,5.0,9.0,367.0,611.0,135.0,26.0
4920,6037124902,California,Los Angeles County,1,2766,1459,0,10.0,0.36,0,0,0,0,0,1,20.6,28173.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.0,454.0,484.0,1902.0,184.0,202.0,6.0,18.0,454.0,679.0,329.0,116.0
4921,6037124903,California,Los Angeles County,1,3262,1553,0,164.0,5.03,0,0,0,0,0,0,15.2,76719.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.0,410.0,374.0,2406.0,217.0,147.0,6.0,22.0,464.0,668.0,153.0,117.0
4922,6037125100,California,Los Angeles County,1,5431,2701,0,13.0,0.24,0,0,0,0,0,0,12.4,74531.0,0,0,0,0,0,0,0,0,,366.0,,,75.0,,366.0,6.74,75.0,1.39,52.0,0.96,32.0,0.59,270.0,4.97,29.0,0.53,16.0,0.3,0.0,0.0,3.0,0.05,49.0,0.89,74.0,1.36,27.0,0.98,8.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.0,854.0,480.0,3975.0,380.0,315.0,5.0,31.0,725.0,1056.0,164.0,131.0
4923,6037125200,California,Los Angeles County,1,3524,1624,0,22.0,0.62,0,0,0,0,0,0,16.5,88750.0,0,1,0,1,0,0,0,0,,3315.0,,,1126.0,,3315.0,94.06,1126.0,31.96,535.0,15.19,268.0,7.6,2253.0,63.93,183.0,5.18,204.0,5.8,6.0,0.17,50.0,1.43,618.0,17.55,1011.0,28.7,24.0,1.51,68.0,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,578.0,286.0,2404.0,192.0,224.0,6.0,53.0,645.0,1057.0,25.0,70.0
4924,6037125310,California,Los Angeles County,1,4750,1967,0,46.0,0.97,0,1,0,0,0,1,20.5,60313.0,0,1,0,1,0,0,0,0,,700.0,,,346.0,,700.0,14.73,346.0,7.27,80.0,1.68,68.0,1.44,488.0,10.26,61.0,1.28,46.0,0.97,0.0,0.0,5.0,0.11,100.0,2.11,139.0,2.92,26.0,1.34,28.0,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.0,902.0,337.0,2701.0,409.0,257.0,2.0,21.0,1360.0,2255.0,125.0,183.0
4925,6037125320,California,Los Angeles County,1,4843,2337,0,0.0,0.0,0,0,0,0,0,1,27.2,43750.0,0,0,0,0,0,0,0,0,,43.0,,,23.0,,43.0,0.89,23.0,0.47,8.0,0.17,5.0,0.1,22.0,0.45,6.0,0.12,1.0,0.02,0.0,0.0,1.0,0.02,13.0,0.27,25.0,0.52,6.0,0.27,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2651.0,767.0,427.0,2715.0,508.0,528.0,7.0,22.0,1063.0,1761.0,410.0,83.0
4926,6037125401,California,Los Angeles County,1,4024,2162,0,0.0,0.0,0,1,0,1,1,1,20.9,80644.0,0,1,0,1,0,0,0,1,,2023.0,,,498.0,,2023.0,50.27,498.0,12.37,192.0,4.78,199.0,4.94,1232.0,30.63,244.0,6.06,157.0,3.89,10.0,0.25,9.0,0.21,371.0,9.22,567.0,14.1,124.0,5.72,12.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.0,387.0,248.0,2331.0,607.0,299.0,13.0,39.0,735.0,1101.0,194.0,25.0
4927,6037125402,California,Los Angeles County,1,3544,1852,0,0.0,0.0,0,0,0,0,0,0,12.0,83438.0,0,1,0,1,0,0,0,0,,3160.0,,,749.0,,3160.0,89.17,749.0,21.13,358.0,10.11,237.0,6.68,2215.0,62.5,313.0,8.83,210.0,5.93,3.0,0.08,12.0,0.34,407.0,11.48,618.0,17.44,95.0,5.14,35.0,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.0,393.0,256.0,2456.0,362.0,238.0,3.0,16.0,469.0,710.0,115.0,43.0
4928,6037125501,California,Los Angeles County,1,3077,1565,0,0.0,0.0,0,0,0,0,0,0,13.3,70000.0,0,0,0,0,0,0,0,0,,291.0,,,102.0,,291.0,9.46,102.0,3.31,41.0,1.34,29.0,0.94,226.0,7.34,13.0,0.43,17.0,0.55,0.0,0.0,0.0,0.01,35.0,1.12,62.0,2.02,7.0,0.47,8.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.0,411.0,236.0,2077.0,231.0,223.0,5.0,19.0,522.0,898.0,102.0,88.0
4929,6037125502,California,Los Angeles County,1,3083,1687,0,0.0,0.0,0,0,0,0,1,0,14.0,79219.0,0,1,0,1,0,0,0,1,,3031.0,,,678.0,,3031.0,98.3,678.0,21.99,294.0,9.52,198.0,6.41,2196.0,71.24,253.0,8.2,254.0,8.25,2.0,0.06,17.0,0.55,308.0,10.0,485.0,15.72,103.0,6.08,13.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0,298.0,201.0,2237.0,256.0,257.0,2.0,17.0,314.0,493.0,113.0,14.0
4930,6037125600,California,Los Angeles County,1,2657,1217,0,0.0,0.0,0,0,0,0,0,0,11.8,129688.0,0,1,0,1,0,0,0,0,,1012.0,,,134.0,,1012.0,38.08,134.0,5.04,171.0,6.44,187.0,7.02,850.0,32.0,27.0,1.01,60.0,2.26,0.0,0.0,1.0,0.04,74.0,2.77,127.0,4.79,4.0,0.35,19.0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0,417.0,419.0,2134.0,114.0,170.0,2.0,5.0,232.0,363.0,58.0,51.0
4931,6037127102,California,Los Angeles County,1,4726,1406,0,24.0,0.51,0,1,0,0,0,1,16.3,47768.0,0,1,0,1,0,0,0,0,,753.0,,,393.0,,753.0,15.94,393.0,8.32,185.0,3.91,61.0,1.29,445.0,9.43,25.0,0.54,44.0,0.93,0.0,0.0,1.0,0.03,237.0,5.02,440.0,9.31,22.0,1.59,24.0,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899.0,1295.0,283.0,2505.0,297.0,417.0,0.0,19.0,1488.0,2925.0,135.0,170.0
4932,6037127103,California,Los Angeles County,1,2939,1088,0,0.0,0.0,0,0,0,0,0,1,22.7,42100.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.0,746.0,154.0,1549.0,164.0,158.0,6.0,14.0,1048.0,1812.0,180.0,263.0
4933,6037127104,California,Los Angeles County,1,3573,1132,0,2.0,0.06,0,1,0,0,0,1,17.5,37412.0,0,1,0,1,0,0,0,0,,1125.0,,,585.0,,1125.0,31.47,585.0,16.38,290.0,8.12,88.0,2.45,614.0,17.18,55.0,1.54,81.0,2.28,2.0,0.05,9.0,0.24,364.0,10.18,627.0,17.56,41.0,3.66,36.0,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.0,897.0,303.0,2002.0,181.0,293.0,5.0,28.0,1064.0,1875.0,149.0,129.0
4934,6037127210,California,Los Angeles County,1,5531,1760,0,92.0,1.66,0,0,0,0,0,1,19.7,56925.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2759.0,1468.0,488.0,2577.0,359.0,577.0,8.0,52.0,1958.0,3411.0,236.0,207.0
4935,6037127220,California,Los Angeles County,1,4931,1585,0,17.0,0.34,0,0,0,0,0,1,19.1,41125.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2586.0,1289.0,525.0,2489.0,254.0,520.0,6.0,46.0,1616.0,3145.0,278.0,210.0
4936,6037127300,California,Los Angeles County,1,4460,1637,0,170.0,3.81,0,0,0,0,0,0,15.8,69659.0,0,1,0,1,0,0,0,0,,1906.0,,,769.0,,1906.0,42.74,769.0,17.24,442.0,9.91,230.0,5.15,1086.0,24.36,87.0,1.96,185.0,4.14,0.0,0.0,18.0,0.41,529.0,11.87,1000.0,22.43,53.0,3.25,66.0,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.0,951.0,455.0,2354.0,384.0,440.0,8.0,37.0,1237.0,2184.0,154.0,169.0
4937,6037127400,California,Los Angeles County,1,5818,1719,0,12.0,0.21,0,1,0,0,0,1,18.6,46750.0,0,1,0,1,0,0,0,0,,4811.0,,,2684.0,,4811.0,82.7,2684.0,46.12,1420.0,24.4,242.0,4.15,2368.0,40.7,274.0,4.71,278.0,4.77,5.0,0.08,35.0,0.61,1851.0,31.82,3466.0,59.57,78.0,4.52,265.0,15.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820.0,1722.0,285.0,2844.0,318.0,309.0,7.0,38.0,2302.0,4259.0,104.0,352.0
4938,6037127520,California,Los Angeles County,1,4045,1163,0,52.0,1.29,0,1,0,1,1,1,34.4,29867.0,0,1,0,1,0,0,0,1,,2725.0,,,1819.0,,2725.0,67.38,1819.0,44.98,941.0,23.27,63.0,1.55,1046.0,25.85,79.0,1.95,162.0,4.01,0.0,0.0,21.0,0.53,1417.0,35.04,2329.0,57.57,157.0,13.51,151.0,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042.0,1332.0,105.0,1618.0,142.0,272.0,0.0,31.0,1982.0,3318.0,295.0,280.0
4939,6037127603,California,Los Angeles County,1,2938,843,0,10.0,0.34,0,1,0,0,0,1,24.6,37364.0,0,1,0,1,0,0,0,0,,2834.0,,,1759.0,,2834.0,96.46,1759.0,59.86,823.0,28.01,139.0,4.74,1486.0,50.56,139.0,4.72,175.0,5.97,3.0,0.1,23.0,0.77,1009.0,34.34,2111.0,71.86,65.0,7.72,162.0,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0,852.0,143.0,1545.0,143.0,181.0,3.0,24.0,1042.0,2190.0,75.0,187.0
4940,6037127604,California,Los Angeles County,1,2939,1137,0,4.0,0.14,0,1,0,1,1,1,22.5,41818.0,0,1,0,1,0,0,0,1,,1294.0,,,648.0,,1294.0,44.04,648.0,22.04,266.0,9.06,245.0,8.32,755.0,25.7,100.0,3.41,145.0,4.93,2.0,0.06,9.0,0.32,282.0,9.61,574.0,19.54,101.0,8.9,22.0,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.0,698.0,404.0,1708.0,224.0,278.0,5.0,19.0,705.0,1562.0,216.0,48.0
4941,6037127605,California,Los Angeles County,1,3549,1062,0,0.0,0.0,0,1,0,0,0,1,28.5,35613.0,0,1,0,1,0,0,0,0,,985.0,,,656.0,,985.0,27.76,656.0,18.48,313.0,8.83,25.0,0.71,480.0,13.53,58.0,1.63,57.0,1.6,1.0,0.02,5.0,0.14,385.0,10.85,771.0,21.71,15.0,1.37,52.0,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603.0,1048.0,128.0,1774.0,229.0,213.0,2.0,22.0,1309.0,2579.0,58.0,202.0
4942,6037127606,California,Los Angeles County,1,3164,1042,0,7.0,0.22,0,1,0,0,0,1,15.0,62662.0,0,1,0,1,0,0,0,0,,2045.0,,,775.0,,2045.0,64.64,775.0,24.5,512.0,16.17,160.0,5.05,1138.0,35.98,132.0,4.16,131.0,4.13,1.0,0.03,15.0,0.47,629.0,19.87,1308.0,41.34,51.0,4.87,62.0,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,808.0,223.0,1793.0,180.0,230.0,2.0,27.0,932.0,1925.0,96.0,105.0
4943,6037127711,California,Los Angeles County,1,3356,1114,0,0.0,0.0,0,0,0,0,0,0,16.5,65284.0,0,1,0,1,0,0,0,0,,540.0,,,248.0,,540.0,16.08,248.0,7.4,140.0,4.17,32.0,0.96,312.0,9.31,29.0,0.87,35.0,1.04,1.0,0.04,5.0,0.14,157.0,4.69,333.0,9.92,5.0,0.41,18.0,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.0,823.0,273.0,2042.0,163.0,212.0,7.0,24.0,908.0,1854.0,30.0,121.0
4944,6037127712,California,Los Angeles County,1,2991,1060,0,0.0,0.0,0,0,0,0,0,1,23.0,42679.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121.0,734.0,195.0,1544.0,210.0,231.0,7.0,26.0,973.0,1785.0,158.0,72.0
4945,6037127803,California,Los Angeles County,1,4037,1263,0,81.0,2.01,0,0,0,0,0,1,30.8,48819.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631.0,1059.0,507.0,2156.0,165.0,318.0,4.0,39.0,1355.0,2633.0,298.0,247.0
4946,6037127804,California,Los Angeles County,1,3933,1425,0,18.0,0.46,0,0,0,0,0,1,16.9,50680.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.0,934.0,295.0,1965.0,300.0,461.0,1.0,20.0,1186.0,2001.0,148.0,119.0
4947,6037127805,California,Los Angeles County,1,3768,1136,0,435.0,11.54,0,0,0,0,0,1,12.7,45804.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.0,845.0,594.0,2016.0,178.0,225.0,1.0,17.0,1331.0,2274.0,98.0,156.0
4948,6037127806,California,Los Angeles County,1,3447,1200,0,3.0,0.09,0,0,0,0,0,1,29.4,30972.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051.0,808.0,228.0,1706.0,231.0,271.0,8.0,37.0,1194.0,2096.0,184.0,246.0
4949,6037127910,California,Los Angeles County,1,4769,1454,0,101.0,2.12,0,0,0,0,0,1,20.5,40375.0,0,0,0,0,0,0,0,0,,134.0,,,94.0,,134.0,2.82,94.0,1.98,41.0,0.87,8.0,0.16,68.0,1.43,6.0,0.12,10.0,0.21,0.0,0.0,0.0,0.0,50.0,1.05,92.0,1.93,4.0,0.26,4.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.0,1268.0,394.0,2496.0,258.0,255.0,7.0,34.0,1719.0,3201.0,144.0,158.0
4950,6037127920,California,Los Angeles County,1,4100,1244,0,0.0,0.0,0,0,0,0,0,1,24.3,54135.0,0,0,0,0,0,0,0,0,,1.0,,,1.0,,1.0,0.03,1.0,0.01,0.0,0.01,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,1.0,0.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,1027.0,351.0,2375.0,121.0,259.0,16.0,21.0,1308.0,2237.0,44.0,226.0
4951,6037128101,California,Los Angeles County,1,3738,1211,0,0.0,0.0,0,1,0,0,0,1,17.5,61446.0,0,1,0,1,0,0,0,0,,819.0,,,284.0,,819.0,21.91,284.0,7.59,220.0,5.9,60.0,1.59,535.0,14.31,34.0,0.9,41.0,1.11,2.0,0.05,3.0,0.08,204.0,5.47,383.0,10.23,20.0,1.62,27.0,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.0,942.0,283.0,2368.0,145.0,181.0,13.0,14.0,1017.0,1775.0,107.0,136.0
